Year,Country,Sector,Expenditure(million USD),GDP(%)
2013,Spain,"Mining, manufacturing and construction",613.591,0.04528
2013,Spain,Transport,22038.791,1.62625
2013,Spain,Communication,1131.557,0.0835
2013,Spain,Fuel and energy,4769.272,0.35193
2013,Spain,Environment protection,12092.515,0.89231
2013,Spain,Housing and community amenities,6295.28,0.46453
2013,Spain,Health,84132.293,6.20814
2013,Spain,Education,55921.738,4.12647
2013,Spain,Social protection,246126.835,18.16174
2013,Spain,General public services,99997.992,7.37887
2013,Spain,Defence,13117.822,0.96797
2013,Spain,Public order and safety,27717.823,2.0453
2013,Spain,"Recreation, culture and religion",15504.45,1.14408
2013,Spain,"General economic, commercial and labour affairs",25316.586,1.86811
2013,Spain,Other industries,2771.782,0.20453
2013,Spain,RandD Economic affairs,5080.052,0.37486
2013,Spain,Economic affairs n.e.c.,419.685,0.03097
2013,Sri Lanka,Total function,12857.383,17.30055
2013,Sri Lanka,Environment protection,0,0
2013,Sri Lanka,Housing and community amenities,357.886,0.48156
2013,Sri Lanka,Health,926.086,1.24612
2013,Sri Lanka,Education,1176.123,1.58256
2013,Sri Lanka,Social protection,4757.005,6.4009
2013,Sri Lanka,General public services,4105.873,5.52475
2013,Sri Lanka,Defence,1318.287,1.77385
2013,Sri Lanka,Public order and safety,366.269,0.49284
2013,Sri Lanka,"Recreation, culture and religion",0,0
2013,Sweden,Total function,303158.518,51.65932
2013,Sweden,"Agriculture, forestry, fishing and hunting",977.437,0.16656
2013,Sweden,"Mining, manufacturing and construction",629.109,0.1072
2013,Sweden,Transport,15920.088,2.71284
2013,Sweden,Communication,211.085,0.03597
2013,Sweden,Fuel and energy,898.377,0.15309
2013,Sweden,Environment protection,2764.98,0.47116
2013,Sweden,Housing and community amenities,3295.532,0.56157
2013,Sweden,Health,40502.172,6.90172
2013,Sweden,Education,38008.455,6.47678
2013,Sweden,Social protection,123019.725,20.96301
2013,Sweden,General public services,45775.913,7.80038
2013,Sweden,Defence,8536.881,1.45472
2013,Sweden,Public order and safety,7891.499,1.34474
2013,Sweden,"Recreation, culture and religion",7669.975,1.30699
2013,Sweden,"General economic, commercial and labour affairs",6298.001,1.0732
2013,Sweden,Other industries,250.538,0.04269
2013,Sweden,RandD Economic affairs,480.352,0.08185
2013,Sweden,Economic affairs n.e.c.,28.4,0.00484
2013,"Switzerland, Liechtenstein",Total function,237502.284,33.02588
2013,"Switzerland, Liechtenstein","Agriculture, forestry, fishing and hunting",5118.192,0.71171
2013,"Switzerland, Liechtenstein","Mining, manufacturing and construction",0,0
2013,"Switzerland, Liechtenstein",Transport,18917.513,2.63058
2013,"Switzerland, Liechtenstein",Communication,45.679,0.00635
2013,"Switzerland, Liechtenstein",Fuel and energy,1759.104,0.24461
2013,"Switzerland, Liechtenstein",Environment protection,4280.877,0.59528
2013,"Switzerland, Liechtenstein",Housing and community amenities,1289.94,0.17937
2013,"Switzerland, Liechtenstein",Health,14923.182,2.07514
2013,"Switzerland, Liechtenstein",Education,37876.012,5.26685
2013,"Switzerland, Liechtenstein",Social protection,94595.441,13.15397
2013,"Switzerland, Liechtenstein",General public services,32011.518,4.45136
2013,"Switzerland, Liechtenstein",Defence,5795.414,0.80588
2013,"Switzerland, Liechtenstein",Public order and safety,11373.276,1.58151
2013,"Switzerland, Liechtenstein","Recreation, culture and religion",6991.094,0.97215
2013,"Switzerland, Liechtenstein","General economic, commercial and labour affairs",664.535,0.09241
2013,"Switzerland, Liechtenstein",Other industries,1007.796,0.14014
2013,"Switzerland, Liechtenstein",RandD Economic affairs,800.223,0.11128
2013,"Switzerland, Liechtenstein",Economic affairs n.e.c.,52.476,0.0073
2013,Thailand,Total function,90680.955,21.57356
2013,Thailand,"Agriculture, forestry, fishing and hunting",5581.761,1.32794
2013,Thailand,"Mining, manufacturing and construction",336.157,0.07997
2013,Thailand,Transport,4389.903,1.04439
2013,Thailand,Fuel and energy,2649.128,0.63024
2013,Thailand,Environment protection,103.91,0.02472
2013,Thailand,Housing and community amenities,2371.706,0.56424
2013,Thailand,Health,4467.101,1.06275
2013,Thailand,Education,15482.833,3.68346
2013,Thailand,Social protection,10666.678,2.53767
2013,Thailand,General public services,32540.034,7.74148
2013,Thailand,Defence,5911.319,1.40634
2013,Thailand,Public order and safety,4614.306,1.09777
2013,Thailand,"Recreation, culture and religion",931.53,0.22162
2013,Thailand,"General economic, commercial and labour affairs",977.816,0.23263
2013,Thailand,Other industries,592.606,0.14098
2013,Thailand,RandD Economic affairs,208.475,0.0496
2013,Thailand,Economic affairs n.e.c.,107.253,0.02552
2013,Timor-Leste,Total function,1235.8,88.55483
2013,Türkiye,Total function,308684.632,32.22854
2013,Türkiye,"Agriculture, forestry, fishing and hunting",9642.313,1.00672
2013,Türkiye,"Mining, manufacturing and construction",1499.5,0.15656
2013,Türkiye,Transport,15818.457,1.65154
2013,Türkiye,Communication,296.081,0.03091
2013,Türkiye,Fuel and energy,713.01,0.07444
2013,Türkiye,Environment protection,3017.056,0.315
2013,Türkiye,Housing and community amenities,7983.803,0.83356
2013,Türkiye,Health,49909.251,5.21083
2013,Türkiye,Education,33715.364,3.52009
2013,Türkiye,Social protection,89205.711,9.31362
2013,Türkiye,General public services,52769.028,5.50941
2013,Türkiye,Defence,12753.124,1.3315
2013,Türkiye,Public order and safety,16373.476,1.70949
2013,Türkiye,"Recreation, culture and religion",7292.449,0.76138
2013,Tuvalu,Total function,32.204,85.85025
2013,Tuvalu,Environment protection,0.276,0.73605
2013,Tuvalu,Housing and community amenities,1.293,3.44605
2013,Tuvalu,Health,3.115,8.30502
2013,Tuvalu,Education,5.976,15.9306
2013,Tuvalu,Social protection,2.527,6.73769
2013,Tuvalu,General public services,10.568,28.17323
2013,Tuvalu,Defence,0,0
2013,Tuvalu,Public order and safety,0.991,2.64309
2013,Tuvalu,"Recreation, culture and religion",0.191,0.50957
2013,Ukraine,Total function,87205.43,47.57261
2013,Ukraine,"Agriculture, forestry, fishing and hunting",963.983,0.52588
2013,Ukraine,"Mining, manufacturing and construction",63.239,0.0345
2013,Ukraine,Transport,1891.314,1.03176
2013,Ukraine,Communication,23.219,0.01267
2013,Ukraine,Fuel and energy,1929.379,1.05252
2013,Ukraine,Environment protection,699.886,0.3818
2013,Ukraine,Housing and community amenities,963.93,0.52585
2013,Ukraine,Health,7953.243,4.33868
2013,Ukraine,Education,13203.928,7.20305
2013,Ukraine,Social protection,41841.987,22.82579
2013,Ukraine,General public services,8067.249,4.40087
2013,Ukraine,Defence,1857.17,1.01313
2013,Ukraine,Public order and safety,4930.47,2.68969
2013,Ukraine,"Recreation, culture and religion",1734.516,0.94622
2013,United Kingdom,Total function,1218977.732,43.74874
2013,United Kingdom,"Agriculture, forestry, fishing and hunting",3828.593,0.13741
2013,United Kingdom,"Mining, manufacturing and construction",420.536,0.01509
2013,United Kingdom,Transport,44015.531,1.5797
2013,United Kingdom,Communication,894.224,0.03209
2013,United Kingdom,Fuel and energy,4539.908,0.16294
2013,United Kingdom,Environment protection,21580.195,0.77451
2013,United Kingdom,Housing and community amenities,17324.813,0.62178
2013,United Kingdom,Health,204352.128,7.33414
2013,United Kingdom,Education,147847.16,5.30619
2013,United Kingdom,Social protection,458649.494,16.46079
2013,United Kingdom,General public services,151047.295,5.42104
2013,United Kingdom,Defence,61568.59,2.20968
2013,United Kingdom,Public order and safety,56931.756,2.04326
2013,United Kingdom,"Recreation, culture and religion",20532.764,0.73691
2013,United Kingdom,"General economic, commercial and labour affairs",15380.032,0.55198
2013,United Kingdom,Other industries,343.932,0.01234
2013,United Kingdom,RandD Economic affairs,9312.751,0.33423
2013,United Kingdom,Economic affairs n.e.c.,408.029,0.01464
2013,United States of America,Total function,6547472.13,38.63808
2013,United States of America,Environment protection,0,0
2013,United States of America,Housing and community amenities,91712.02,0.54121
2013,United States of America,Health,1450202.25,8.55796
2013,United States of America,Education,1049207.98,6.19161
2013,United States of America,Social protection,1351343.77,7.97458
2013,United States of America,General public services,990010.05,5.84227
2013,United States of America,Defence,630769.44,3.72231
2013,United States of America,Public order and safety,344344.29,2.03205
2013,United States of America,"Recreation, culture and religion",45248.12,0.26702
2013,Uzbekistan,Total function,15090.32,20.62081
2013,Uzbekistan,Environment protection,10.453,0.01428
2013,Uzbekistan,Housing and community amenities,204.7,0.27972
2013,Uzbekistan,Health,1639.505,2.24037
2013,Uzbekistan,Education,4542.563,6.20738
2013,Uzbekistan,Social protection,5204.126,7.1114
2013,Uzbekistan,General public services,804.403,1.09921
2013,Uzbekistan,"Recreation, culture and religion",207.535,0.28359
2013,Vanuatu,Total function,193.352,24.11514
2013,Vanuatu,Environment protection,1.65,0.2058
2013,Vanuatu,Housing and community amenities,1.65,0.2058
2013,Vanuatu,Health,22.149,2.76242
2013,Vanuatu,Education,50.528,6.30186
2013,Vanuatu,Social protection,0.55,0.0686
2013,Vanuatu,General public services,59.645,7.43902
2013,Vanuatu,Defence,0.698,0.08707
2013,Vanuatu,Public order and safety,15.633,1.94979
2013,Vanuatu,"Recreation, culture and religion",2.909,0.36278
2014,Afghanistan,Total function,12257.723,62.6971
2014,Afghanistan,Transport,282.999,1.44752
2014,Afghanistan,Environment protection,38.516,0.19701
2014,Afghanistan,Housing and community amenities,45.329,0.23185
2014,Afghanistan,Health,433.837,2.21904
2014,Afghanistan,Education,976.275,4.99355
2014,Afghanistan,Social protection,514.239,2.63028
2014,Afghanistan,General public services,671.391,3.4341
2014,Afghanistan,Defence,5123.543,26.20644
2014,Afghanistan,Public order and safety,2581.248,13.20284
2014,Afghanistan,"Recreation, culture and religion",49.737,0.2544
2014,Albania,Total function,3872.658,29.27569
2014,Albania,"Agriculture, forestry, fishing and hunting",67.439,0.50981
2014,Albania,"Mining, manufacturing and construction",5.028,0.03801
2014,Albania,Transport,288.373,2.17998
2014,Albania,Communication,0,0
2014,Albania,Fuel and energy,56.279,0.42545
2014,Albania,Environment protection,8.691,0.0657
2014,Albania,Housing and community amenities,284.565,2.15119
2014,Albania,Health,363.103,2.7449
2014,Albania,Education,425.545,3.21694
2014,Albania,Social protection,1220.904,9.22953
2014,Albania,General public services,733.527,5.54516
2014,Albania,Defence,108.08,0.81704
2014,Albania,Public order and safety,224.132,1.69434
2014,Albania,"Recreation, culture and religion",56.237,0.42513
2014,Albania,"General economic, commercial and labour affairs",12.21,0.0923
2014,Albania,Other industries,1.235,0.00934
2014,Albania,RandD Economic affairs,1.841,0.01392
2014,Albania,Economic affairs n.e.c.,15.466,0.11691
2014,Armenia,Total function,3216.173,27.70291
2014,Australia,Total function,571976.74,39.08877
2014,Australia,"Agriculture, forestry, fishing and hunting",3674.18,0.25109
2014,Australia,"Mining, manufacturing and construction",4123.987,0.28183
2014,Australia,Transport,41110.068,2.80945
2014,Australia,Communication,825.699,0.05643
2014,Australia,Fuel and energy,7712.532,0.52707
2014,Australia,Environment protection,12066.381,0.82461
2014,Australia,Housing and community amenities,8547.245,0.58412
2014,Australia,Health,105002.573,7.17585
2014,Australia,Education,84891.037,5.80144
2014,Australia,Social protection,153434.859,10.48571
2014,Australia,General public services,68722.303,4.69647
2014,Australia,Defence,29845.047,2.0396
2014,Australia,Public order and safety,27310.26,1.86638
2014,Australia,"Recreation, culture and religion",13176.026,0.90045
2014,Australia,"General economic, commercial and labour affairs",6709.254,0.45851
2014,Australia,Other industries,1292.633,0.08834
2014,Australia,RandD Economic affairs,237.073,0.0162
2014,Australia,Economic affairs n.e.c.,3296.485,0.22528
2014,Austria,Total function,232051.304,52.50075
2014,Austria,"Agriculture, forestry, fishing and hunting",1755.667,0.39721
2014,Austria,"Mining, manufacturing and construction",42.127,0.00953
2014,Austria,Transport,13062.657,2.95538
2014,Austria,Communication,179.268,0.04056
2014,Austria,Fuel and energy,39.27,0.00888
2014,Austria,Environment protection,2011.842,0.45517
2014,Austria,Housing and community amenities,1529.197,0.34598
2014,Austria,Health,35047.432,7.92935
2014,Austria,Education,21838.108,4.94079
2014,Austria,Social protection,94935.941,21.47891
2014,Austria,General public services,30208.341,6.83453
2014,Austria,Defence,2561.814,0.5796
2014,Austria,Public order and safety,5884.355,1.33131
2014,Austria,"Recreation, culture and religion",5396.995,1.22105
2014,Austria,"General economic, commercial and labour affairs",13157.02,2.97673
2014,Austria,Other industries,719.104,0.16269
2014,Austria,RandD Economic affairs,3621.825,0.81942
2014,Austria,Economic affairs n.e.c.,60.327,0.01365
2014,Azerbaijan,Total function,26775.249,35.58658
2014,Azerbaijan,"Agriculture, forestry, fishing and hunting",656.214,0.87216
2014,Azerbaijan,"Mining, manufacturing and construction",1121.059,1.48998
2014,Azerbaijan,Transport,120.227,0.15979
2014,Azerbaijan,Communication,9.945,0.01322
2014,Azerbaijan,Fuel and energy,2.677,0.00356
2014,Azerbaijan,Environment protection,19.124,0.02542
2014,Azerbaijan,Housing and community amenities,575.383,0.76473
2014,Azerbaijan,Health,872.955,1.16023
2014,Azerbaijan,Education,2061.586,2.74002
2014,Azerbaijan,Social protection,4735.529,6.29392
2014,Azerbaijan,General public services,4429.542,5.88724
2014,Azerbaijan,Defence,1940.466,2.57904
2014,Azerbaijan,Public order and safety,1460.067,1.94055
2014,Azerbaijan,"Recreation, culture and religion",386.691,0.51394
2014,Belarus,Total function,31027.189,39.36808
2014,Belarus,"Agriculture, forestry, fishing and hunting",1874.46,2.37836
2014,Belarus,"Mining, manufacturing and construction",450.507,0.57162
2014,Belarus,Transport,468.191,0.59405
2014,Belarus,Communication,7.72,0.0098
2014,Belarus,Fuel and energy,285.403,0.36213
2014,Belarus,Environment protection,91.539,0.11615
2014,Belarus,Housing and community amenities,2858.557,3.62701
2014,Belarus,Health,3383.002,4.29244
2014,Belarus,Education,4195.045,5.32278
2014,Belarus,Social protection,10862.763,13.78295
2014,Belarus,General public services,2247.111,2.85119
2014,Belarus,Defence,734.465,0.93191
2014,Belarus,Public order and safety,1877.777,2.38257
2014,Belarus,"Recreation, culture and religion",1101.803,1.398
2014,Belarus,"General economic, commercial and labour affairs",2.314,0.00294
2014,Belarus,Other industries,461.369,0.5854
2014,Belarus,RandD Economic affairs,19.078,0.02421
2014,Belarus,Economic affairs n.e.c.,106.083,0.1346
